"","y","x","t"
"54",0.0261654157311944,0.108572230855929,54
"55",0.016476917570661,-0.0707195083166,55
"56",0.0121230127783193,-0.0270620462107797,56
"57",0.00736927641474652,-0.0354145527924463,57
"58",0.00307151800795111,-0.0356081844349413,58
"59",0.0122921376334826,0.0952776933601157,59
"60",0.0167169266154168,0.0565400335557054,60
"61",0.0164586227858245,0.014133910560071,61
"62",0.0183342965637096,0.03521514097756,62
"63",0.0133004515596043,-0.0320040065296805,63
"64",0.0114212694207843,-0.00549109481184276,64
"65",0.0146155094844191,0.0433636765828988,65
"66",0.0100597606800465,-0.0309420546453702,66
"67",0.00779478537828824,-0.0125899340435448,67
"68",0.00869852964285,0.0168322645572752,68
"69",0.0077812899130491,-0.000473960593131673,69
"70",-0.00152618335302784,-0.0852932656516726,70
"71",-0.00146799761054033,-0.000944173922449293,71
"72",-0.0100400773279364,-0.087188852285697,72
"73",-0.0160792710830142,-0.0704318863859074,73
"74",-0.0184058472286702,-0.0393450313358155,74
"75",-0.0211116786927893,-0.045464060316553,75
"76",-0.0234412556266315,-0.0444073932297783,76
"77",-0.0202074777381851,0.00889659676996175,77
"78",-0.0170200279856019,0.0116668902131821,78
"79",-0.0223643688440081,-0.0704633992270429,79
"80",-0.00602173427563053,0.141062021736077,80
"81",-0.00815381115846605,-0.0273425474569613,81
"82",-0.00134833929439842,0.0599009721239223,82
"83",-0.00264825763887247,-0.0143477700397038,83
"84",-0.00815378007701489,-0.0577034651491299,84
"85",-0.0143105121040805,-0.0697209608058079,85
"86",-0.0132144799047825,-0.00335019520669997,86
"87",-0.0119599109173733,-0.000668756045024296,87
"88",-0.00859955113704967,0.0216437145388281,88
"89",0.000308614588768735,0.0804821369798003,89
"90",-0.0110191307772613,-0.112969014258236,90
"91",-0.0105153694696634,-0.00598156677892629,91
"92",-0.0123149310558536,-0.0285107829701704,92
"93",-0.0183104969696811,-0.0722706312570372,93
"94",-0.0240308125072221,-0.075513689074929,94
"95",-0.0276837769011137,-0.0605607216993607,95
"96",-0.0254922046851161,-0.00576808194794704,96
"97",-0.0203464791181417,0.0259651433180874,97
"98",-0.0255447549186491,-0.0723291880712477,98
"99",-0.021797605834069,0.0119267577534515,99
"100",-0.0219011654746216,-0.0228330329809166,100
"101",-0.0135050877532455,0.062059513432637,101
"102",-0.00323558989898424,0.089189929709394,102
"103",-0.00158346450559448,0.0132857506223609,103
"104",-0.00457457587058816,-0.0314945250582026,104
"105",-0.0110550683541974,-0.0693795259389624,105
"106",-0.0112390681193424,-0.012894964172941,106
"107",-0.00181354210577573,0.0830161747541096,107
"108",-0.0110022805566362,-0.0937008266167927,108
"109",-0.00479562706268793,0.0510641922508162,109
"110",-0.00468280804937794,-0.00366741324131138,110
"111",0.000320326681260164,0.0453483527760043,111
"112",0.00551737541990581,0.0522907768737613,112
"113",0.00139802826297457,-0.0356762634568287,113
"114",1.5555681717148e-06,-0.0125668290433635,114
"115",0.000652881059155912,0.0065148610427039,115
"116",0.002140111451429,0.0155251745917821,116
"117",0.00211368206940643,0.00187576554230986,117
"118",-0.00372142350194508,-0.0562374346829362,118
"119",-0.0135250299687885,-0.101757638797502,119
"120",-0.00505971312533729,0.0711282701111002,120
"121",-0.00694103043673492,-0.0238729701646527,121
"122",-0.00390547533612763,0.0234145319783728,122
"123",-0.0104734029323405,-0.0695847167771596,123
"124",-0.0026890119243148,0.0673706819004188,124
"125",-0.00539283398552025,-0.0297272981457726,125
"126",-0.0109309522905377,-0.0607740434667719,126
"127",-0.00301635713760978,0.0682149070565612,127
"128",-0.00599092643023418,-0.0327619799685845,128
"129",-0.0108267380840972,-0.0543490941116004,129
"130",-0.00684497416557163,0.0289908587515728,130
"131",-0.00494435169126061,0.0121613190877953,131
"132",0.00196063312262263,0.0641055147673929,132
"133",0.00847751924349779,0.0671292909487611,133
"134",0.00766159970063247,0.000318363388432495,134
"135",-0.0019554867104205,-0.0885092601440586,135
"136",0.00244097274070094,0.0420089295464577,136
"137",0.00864603925885268,0.0644916450571417,137
"138",0.00476645674428831,-0.0301497134975149,138
"139",0.00633484553647258,0.0204502361529359,139
"140",0.00718019404386854,0.0147884098564412,140
"141",0.00845851434737931,0.0199632907440186,141
"142",0.00354521940796138,-0.0406744417493563,142
"143",-0.00138890311834233,-0.045796035157703,143
"144",0.00057574464541271,0.0182574188201763,144
"145",0.000691314538411118,0.00173132559218422,145
"146",0.00243808990588105,0.0181589735369358,146
"147",0.00135172018015501,-0.00842558215123709,147
"148",0.00212959877856598,0.00913044164739984,148
"149",-0.000127734012403583,-0.02044371942367,149
"150",-0.00153326484605143,-0.0141830332735614,150
"151",-0.00162849197963586,-0.00248566624973617,151
"152",-0.0013302718534476,0.0013538248259112,152
"153",0.00295125881785957,0.0414850643488928,153
"154",0.0109074820103258,0.0825135654110419,154
"155",0.00484936846408825,-0.0496736306412041,155
"156",0.00426443188731014,-0.000999971977501837,156
"157",0.0128762192166395,0.0903822315313886,157
"158",0.0120831603029895,0.00494582284444677,158
"159",0.00956427601543873,-0.0131056913810091,159
"160",0.00372498477251692,-0.0488286024364495,160
"161",0.00351630730424887,0.00163834869458802,161
"162",0.00662199191879525,0.0345732593344838,162
"163",0.00139200700959494,-0.0456779361491842,163
"164",-0.00133749289245537,-0.0259030812378237,164
"165",-0.00537738275592195,-0.0417364430331423,165
"166",-0.0102906826750525,-0.0545104129014775,166
"167",-0.0062500937698551,0.0301152560203673,167
"168",-0.00793284240972384,-0.0230776260306669,168
"169",-0.00318114271890723,0.0395842866066585,169
"170",-0.0103663580161867,-0.0750331447933227,170
"171",-0.00732738297095063,0.0200235087141208,171
"172",-0.00592279727529847,0.00671843822515234,172
"173",-0.00440601561518522,0.00924489673290462,173
"174",-0.00391995026746655,0.000454465824581704,174
"175",-0.00133520144775149,0.0219275241724256,175
"176",0.00560451518643948,0.0680619619729952,176
"177",-0.00320676493194877,-0.0825083434606687,177
"178",-0.00320075870262035,-0.00314671471335411,178
"179",0.00685866056851774,0.0973933400453685,179
"180",0.00325264403186321,-0.0292013789258347,180
"181",0.00356936977956525,0.00642008177968007,181
"182",0.00932356236799661,0.0611112949415765,182
"183",0.011126786530912,0.0273559042681365,183
"184",0.00734872809144593,-0.0266535874269027,184
"185",0.000620489443242028,-0.0599337666837946,185
"186",-0.00295839771144233,-0.0351684974607414,186
"187",-0.00408570712514052,-0.0142314628692299,187
"188",0.000467421782036148,0.0414455330773959,188
"189",-0.00296555976577899,-0.0338622635677801,189
"190",-0.00026539144706836,0.0240360723674383,190
"191",-0.000154396454668752,0.000844493211228542,191
"192",-0.0108501690140179,-0.107112012108874,192
"193",-0.0178502802154153,-0.0808512429246681,193
"194",-0.0106018855954482,0.0546335008567448,194
"195",-0.00787101436475059,0.0167068137047206,195
"196",-0.00774507505911726,-0.00661154158878601,196
"197",-0.00382217386843374,0.0314837979034139,197
"198",-0.00536117449697875,-0.0192122182748083,198
"199",0.0032060927617908,0.0803114497790886,199
"200",0.00679393042118691,0.039084438744511,200
"201",0.00457997206780783,-0.0153458022712319,201
"202",0.0038639025122866,-0.00258079238369791,202
"203",0.00345587025523277,-0.000216498443147341,203
"204",0.00220900184491641,-0.00901282335394211,204
"205",0.00339259912172728,0.0140449038680729,205
"206",-0.00268661860991851,-0.0573995486952796,206
"207",0.00125363526446036,0.0367158659358682,207
"208",-0.00313885392067554,-0.0426713025680135,208
"209",0.00261080882525073,0.0543577122626417,209
"210",0.0039180146460582,0.0156831244667054,210
"211",0.0045749688490542,0.010487593148376,211
"212",0.0151408812353212,0.110233972035574,212
"213",0.0133068102109356,-0.00319978642822425,213
"214",0.0243901942147635,0.124140480898362,214
"215",0.013698988335566,-0.0825219856097648,215
"216",0.0147489734605218,0.0241986510967317,216
"217",0.00183480154372127,-0.114392800591358,217
"218",0.00684478396251735,0.0519348081271192,218
"219",0.00481221585710498,-0.013480798158156,219
"220",0.00776952090797772,0.0343852179071023,220
"221",0.0089713407562611,0.0197878161531863,221
"222",0.00765203648958409,-0.00422171634071535,222
"223",0.0104243495357767,0.0353751879912993,223
"224",0.00662851946567413,-0.0275340389911419,224
"225",-0.00113381751176739,-0.070994738304451,225
"226",-0.00694450154024784,-0.0592405851237251,226
"227",-0.00331399702304341,0.0293604373764422,227
"228",-0.00106874485691411,0.0191385059489028,228
"229",-0.00381107718186896,-0.0284922064238222,229
"230",-0.000511155773889809,0.0291882798231279,230
"231",-0.0016776744186486,-0.0121762907011288,231
"232",-0.00095258280718901,0.00557325085905962,232
"233",-0.000735606038048318,0.00121701417563829,233
"234",-0.00221966640700422,-0.0155761826948071,234
"235",-0.00620237131376152,-0.0420467194797286,235
"236",-0.00795735710368076,-0.0237522014857787,236
"237",7.06712224770126e-05,0.0723229531807358,237
"238",-2.14830858484626e-05,-0.000850958688496434,238
"239",-0.00242819919027541,-0.024088712291139,239
"240",0.0029197051791239,0.0510509070474547,240
"241",0.0128047300289879,0.101770065252485,241
"242",0.00624331366655091,-0.0528094355064805,242
"243",0.00423353001490848,-0.0138546095502056,243
"244",-0.00192129430412102,-0.0573145904188579,244
"245",0.00106376513510006,0.0279293773756252,245
"246",0.00371285834136824,0.0275545989656924,246
"247",-0.00552404527098499,-0.0886562019539317,247
"248",0.00368686663854862,0.0865849502154933,248
"249",0.00010563889935861,-0.0321253526525695,249
"250",-0.00206436183959825,-0.0215943391900228,250
"251",0.000740796884941892,0.0259871528303153,251
"252",-0.0010108950902508,-0.0167760907198099,252
"253",0.00278400730359909,0.0369381693771175,253
"254",0.00397396015524996,0.0146835199006703,254
"255",0.00593110343579732,0.0235452454050856,255
"256",-0.0042872689439048,-0.0962526231816686,256
"257",-0.000585338503058809,0.0327320715300743,257
"258",-0.00379732168891406,-0.0327052622651391,258
"259",-0.00342860181563781,-0.000110236846135766,259
"260",-0.00368234616661723,-0.00596620497176652,260
"261",0.00246225287569982,0.0577637717604383,261
"262",-0.0019164563253138,-0.0413248090935548,262
"263",-0.00137190499095695,0.00352919005198604,263
"264",0.00160926467278216,0.0284398597686727,264
"265",0.000370684693976636,-0.0107765368994796,265
"266",0.00195954172374218,0.0162592563082283,266
"267",-0.00241275621480912,-0.0417634662493995,267
"268",-0.00851074258557395,-0.0633925246438033,268
"269",-0.00949267087907429,-0.018329955621648,269
"270",-0.00718430551717271,0.0135910509010518,270
"271",-0.00687706806663191,-0.00411184188754787,271
"272",-0.00580016308767956,0.00389201163830612,272
"273",-0.00483686346990658,0.00383273663746436,273
"274",-0.00935687307565942,-0.0500368819048352,274
"275",-0.00729263174953784,0.0112854980401581,275
"276",-0.0110458137900916,-0.0448244357898211,276
"277",-0.0142311741244412,-0.0428995878917759,277
"278",-0.0188216353924934,-0.0601357653941308,278
"279",-0.0161883070501732,0.00751167469692933,279
"280",-0.00812484648587349,0.0644462790540163,280
"281",4.47191650155299e-05,0.0735708966447393,281
"282",-0.0026866096617387,-0.0272684903273116,282
"283",0.000149493815409686,0.02567426316954,283
"284",0.00323193244485716,0.0309739022520568,284
"285",0.00921310964741587,0.0630438501269801,285
"286",0.00244567568499475,-0.0584611002960407,286
"287",0.00189901401485447,-0.00302091758518865,287
"288",0.00315564118318653,0.0144653558064069,288
"289",0.00296831537221195,0.00128244347128395,289
"290",-0.0029128893839819,-0.0558436012970505,290
"291",0.00241282121410265,0.0503443212339837,291
"292",0.0118000334801169,0.0962849436889455,292
"293",0.000473528837538283,-0.101464932148429,293
"294",0.0057418418335336,0.0531566701392624,294
"295",0.000321858714104672,-0.048457962926624,295
"296",-0.002541640266912,-0.0283133839355412,296
"297",-0.00920479192350193,-0.0691731278878349,297
"298",-0.00497076329399983,0.0331354151854374,298
"299",-0.000343689379260985,0.04130000919076,299
"300",0.0029893367484471,0.0329866871231066,300
"301",0.00584260825531402,0.0315218995580674,301
"302",0.00815946001837663,0.0290110987576102,302
"303",0.00825664419282211,0.00913129207233669,303
"304",0.00692924928649065,-0.00501735021825976,304
"305",0.0115443123335119,0.0530800107511969,305
"306",0.0152352578841233,0.0484537227625965,306
"307",0.0147510926043822,0.010393801157072,307
"308",0.0187479287279463,0.0547195303667191,308
"309",0.0254695138793038,0.0859637117033654,309
"310",0.0181961860434727,-0.04726377074299,310
"311",0.0193596560055942,0.0298308431724003,311
"312",0.0108096453904277,-0.0661402174982659,312
"313",0.0112879358648968,0.0155924661973094,313
"314",0.0137251478880881,0.0356601446620876,314
"315",0.00538390100747523,-0.0696872518646712,315
"316",-0.00430190731084324,-0.0914741666291771,316
"317",-0.0122101418723385,-0.0833843066763828,317
"318",-0.0187085894787036,-0.0771946689457287,318
"319",-0.0127830437031798,0.0405469662481718,319
"320",-0.0120401050857828,-0.00535360327155211,320
"321",-0.0112001097506215,-0.0036402807037858,321
"322",-0.00620961787566344,0.0387048615207153,322
"323",-0.00132726615471565,0.0426139340269986,323
"324",-0.00294434217372144,-0.0174979672791299,324
"325",0.000577092566992776,0.0322700042839398,325
"326",0.0023817956086451,0.018624027166359,326
"327",0.0013433849485885,-0.00800230339621433,327
"328",-0.00391829953523639,-0.0512734275605213,328
"329",-0.00558116074300778,-0.0205468536962656,329
"330",-0.0158312915095715,-0.108082389126522,330
"331",-0.0118965688061954,0.0235159523092785,331
"332",-0.00533795810558976,0.0536894078644555,332
"333",-0.00123433175418049,0.035698255471163,333
"334",0.00766667746154898,0.0877756040235546,334
"335",0.000808436449243719,-0.0609157386699857,335
"336",0.00412754267026433,0.0339996010101959,336
"337",-0.00195322437489995,-0.0566801302508949,337
"338",-0.00906033621844421,-0.0730242381424832,338
"339",-0.0066050641239844,0.0154923235582779,339
"340",-0.0119705790792887,-0.060260371924202,340
"341",-0.00948627128342561,0.0128725589330615,341
"342",-0.00561536926482616,0.0292229860458821,342
"343",-0.0074923428625225,-0.0243851764081179,343
"344",-0.00795297532890457,-0.0120986985862148,344
"345",-0.0134007874120762,-0.0624311220310955,345
"346",-0.021923760907509,-0.0986305422934456,346
"347",-0.0144028114119904,0.0532858020138363,347
"348",-0.0117810261153238,0.0118150669335891,348
"349",-0.0115166242566503,-0.00913720593909119,349
"350",-0.0161263285928875,-0.0576137888617929,350
"351",-0.0100105047573862,0.0450318265103931,351
"352",-0.0143739153443656,-0.0536446377121186,352
"353",-0.00900851346787638,0.0392800529918818,353
"354",-0.00893220166263692,-0.00824524949025807,354
"355",-0.0112743662323885,-0.0323537431530007,355
"356",-0.00977635955498078,0.00370565010766051,356
"357",-0.0132934293138415,-0.0449470082966225,357
"358",-0.0188805462946757,-0.0691646754529812,358
"359",-0.00899481813713741,0.0799768463517043,359
"360",-0.0126772429318439,-0.0458191517717665,360
"361",-0.0120803443433042,-0.00670841733847674,361
"362",-0.0186326318867986,-0.0776033792503017,362
"363",-0.0233660820095478,-0.0659670592188631,363
"364",-0.0188274433830313,0.0220203255070382,364
"365",-0.00958222926668828,0.0736245497317001,365
"366",-0.0119396522083891,-0.0331565200852277,366
"367",-0.0120987971353833,-0.0135309987558082,367
"368",-0.0178319856765007,-0.0694307005698956,368
"369",-0.00995025453980161,0.0609853072802798,369
"370",-0.00289152083657839,0.0606371610147677,370
"371",-0.00123521968849239,0.0136712904684224,371
"372",-0.00857276875342877,-0.0746108198566633,372
"373",-0.00919685918418729,-0.0148136900123089,373
"374",-0.00913517240912664,-0.00858012378941699,374
"375",-0.0153924632876935,-0.071708064056183,375
"376",-0.00888095818099368,0.0497227922130083,376
"377",-0.0144357074288958,-0.0644284136718601,377
"378",-0.00931559459300776,0.0367654021886692,378
"379",-0.00210892757907456,0.0627510545224298,379
"380",-0.00408350907326428,-0.0218546935238443,380
"381",0.00151849371837849,0.0519362819156387,381
"382",0.0127224238601572,0.113557897865963,382
"383",0.0134577589934168,0.0200758552814163,383
"384",0.00739815691939951,-0.0471382548308886,384
"385",0.0106305924118866,0.0397223077868477,385
"386",0.0114365590506571,0.0186900547253509,386
"387",0.00236902851082616,-0.0792388364353811,387
"388",0.00465474227304695,0.0252262413316718,388
"389",-0.00385389439441939,-0.0804316043675138,389
"390",0.000568366428206863,0.0403687462877153,390
"391",0.00192042868752178,0.0140888783605639,391
"392",-0.00484892078183416,-0.0657732208824427,392
"393",-0.00551961757644483,-0.0115557813241405,393
"394",-0.0022032854713871,0.0276437056739054,394
"395",-0.0049267370338753,-0.0294377750177278,395
"396",-0.00077446196062443,0.0365959272152839,396
"397",0.00155670952934429,0.0225372088012055,397
"398",-0.000452177000406577,-0.0185320758073295,398
"399",0.0032833877453065,0.036903402322704,399
"400",0.0128842941856512,0.099292414761865,400
"401",0.0116680512826759,0.000721761775837003,401
"402",0.0109192311990319,0.00417967666969052,402
"403",0.00996047823903103,0.00133161030985141,403
"404",0.00685767095699532,-0.021067530766183,404
"405",0.00472863150532048,-0.0144326145080596,405
"406",0.00282689426266163,-0.0142887711654976,406
"407",-0.00154588647647389,-0.0409008054724486,407
"408",-0.00295654306431036,-0.0156523604877713,408
"409",-0.00906665684632798,-0.0640577538579154,409
"410",-0.00654218700278147,0.0161780594594143,410
"411",-0.00853747158344094,-0.0264949464205641,411
"412",-0.013796932568944,-0.0611319853683192,412
"413",-0.0109749266800868,0.0144231289072271,413
"414",-0.00510117786836577,0.0477626232601731,414
"415",-0.00638923887273386,-0.0179815670210369,415
"416",-0.00520834618742476,0.00541963782199604,416
"417",-0.00275438518446429,0.0193314356894359,417
"418",-0.00713117119393815,-0.0465222912532651,418
"419",-0.00237549371259516,0.0404257479137497,419
"420",0.00137642219179165,0.0351434818452384,420
"421",0.00640253546561606,0.0516374744841614,421
"422",0.0106213369358922,0.0485903902027915,422
"423",0.0201983935842252,0.106391914020131,423
"424",0.0184884778928843,0.00309918944120214,424
"425",0.00534755485034429,-0.112920725252219,425
"426",0.00284697306070925,-0.019658364184026,426
"427",0.00169334677261982,-0.00868938636084458,427
"428",0.00397515937830359,0.0245114486511693,428
"429",0.0046627226380424,0.0108507540718025,429
"430",0.000925745394107295,-0.0327070625457892,430
"431",3.11771130504246e-05,-0.00802007027506682,431
"432",-0.00543823250640803,-0.0546629201730105,432
"433",-0.0132365753055016,-0.0834216648607824,433
"434",-0.0156332544054234,-0.0372033821415027,434
"435",-0.0097269947853651,0.043429293353371,435
"436",-0.0140138557601434,-0.0525956070338215,436
"437",-0.0118691960637194,0.00743268490682367,437
"438",-0.0214515634557122,-0.10769280562908,438
"439",-0.0284046181042684,-0.0909822199154851,439
"440",-0.0266567988435159,-0.0109264143900249,440
"441",-0.0186347978622892,0.0535631418255791,441
"442",-0.0261639805861567,-0.0939267611148467,442
"443",-0.0192833974615093,0.0426418168227433,443
"444",-0.0180103506097422,-0.00655291303577283,444
"445",-0.017501167389914,-0.0129185279656271,445
"446",-0.00797931173637718,0.0777174811345505,446
"447",-0.00298591946346919,0.0419546499209715,447
"448",0.00453330872648901,0.0722063913401155,448
"449",0.00122905144143074,-0.028509176307867,449
"450",-0.00112552005815447,-0.0223165517838136,450
"451",0.00551093946850739,0.0652391587500576,451
"452",0.0169626859691922,0.120028480911513,452
"453",0.0182667383031234,0.0300033037035702,453
"454",0.017495216224036,0.0105515469666121,454
"455",0.00936247744738617,-0.0638320702582048,455
"456",0.00878473681477722,0.00358506513823867,456
"457",0.0130943120168683,0.0518805094097553,457
"458",0.00822230452557677,-0.0356257352992068,458
"459",0.00625145916285438,-0.0114862411635291,459
"460",0.00173738298637287,-0.0388894911443843,460
"461",0.0118158452375787,0.102522016409928,461
"462",0.010856914389858,0.00222653501477657,462
"463",0.0112682329830642,0.0149701642186962,463
"464",0.0115475663651566,0.0140615130409123,464
"465",0.0153422847158613,0.0494948813096223,465
"466",0.0133020511523469,-0.00505997897196864,466
"467",0.0139626700636982,0.0199082463991515,467
"468",0.0135951311363412,0.0102873105871073,468
"469",0.0222654863689052,0.100298682227765,469
"470",0.0221596677394342,0.0212074106605692,470
"471",0.0221547535436952,0.0221104440010764,471
"472",0.0225829296873087,0.0264365942493655,472
"473",0.0168346023814532,-0.0349002341495974,473
"474",0.00452493522495348,-0.106261962105178,474
"475",0.00479874213135558,0.00726307630029305,475
"476",0.00955795975451041,0.0523909474739897,476
"477",0.0108781211216453,0.0227594385370264,477
"478",0.0113455856223534,0.0155525101173617,478
"479",0.0142137992418874,0.0400275826655752,479
"480",0.0149986741702708,0.0220625547068635,480
"481",0.0104326577751288,-0.0306616881415829,481
"482",0.0104267307004585,0.0103733478615602,482
"483",0.00920396258438722,-0.00180076666237226,483
"484",0.00761764948009747,-0.00665923640177579,484
"485",0.00131217780150598,-0.055437062197294,485
"486",0.00288114284551959,0.0170018535216767,486
"487",-0.00416704369266739,-0.0676008702984042,487
"488",0.00255714493421413,0.0630747960936738,488
"489",-0.0093349509084639,-0.11636387634149,489
"490",-0.0128668935087365,-0.0446544754088107,490
"491",-0.00812119123765388,0.0345902841832352,491
"492",-0.0114310280115457,-0.0412196885126935,492
"493",-0.00952085477648623,0.007670674515718,493
"494",-0.013023189637101,-0.0445441775447108,494
"495",-0.015577696040046,-0.0385680083308829,495
"496",-0.0119864444927786,0.0203348586300042,496
"497",-0.00534743672722269,0.0544036849398009,497
"498",-0.0130335488226067,-0.0822086426705934,498
"499",-0.0131154555175044,-0.0138525022995356,499
"500",-0.00765091723821627,0.0415299986354129,500
"501",-0.00681847258419239,0.000673435162140989,501
"502",0.00221394408373398,0.0835057267064774,502
"503",-0.00100313447593931,-0.0299567904176005,503
"504",0.00201968098322487,0.0292251711104551,504
"505",0.00528294288863726,0.0346520965378535,505
"506",0.00334770861508473,-0.0140693911925159,506
"507",0.00543491492054522,0.0242198947450393,507
"508",0.00108605020501564,-0.0380538353982038,508
"509",-0.00297362108242544,-0.0395104554748093,509
"510",-0.000745396011565511,0.0193086967620308,510
"511",0.0014048696662403,0.0207573038589482,511
"512",0.000780071989377641,-0.0048430841524793,512
"513",0.00541394765236657,0.047118877415216,513
"514",-0.0036653101606846,-0.085378656385067,514
"515",-0.00919976184492375,-0.0590098021651974,515
"516",-0.00985746097848687,-0.0157767872308947,516
"517",-0.0139597967630357,-0.0508807781519769,517
"518",-0.011177156025343,0.0138667024007351,518
"519",-0.0131875119344259,-0.0312807035772576,519
"520",-0.012419382150663,-0.00550618131491428,520
"521",-0.0126349333903731,-0.0145749204876499,521
"522",-0.0144151412096945,-0.0304369653487059,522
"523",-0.015681347915611,-0.0270772549185731,523
"524",-0.0220358871408775,-0.0792268395972773,524
"525",-0.0202740905080756,-0.00441801340781935,525
"526",-0.0245624119197036,-0.0631571101959903,526
"527",-0.0275713370353394,-0.0546518134992717,527
"528",-0.03264160863835,-0.0782739152046661,528
"529",-0.0249847352582148,0.0439269500538164,529
"530",-0.0226986169005642,-0.00212343156534093,530
"531",-0.0224612100244253,-0.0203246982875243,531
"532",-0.0115218216596551,0.086932685435454,532
"533",-0.0147129400397776,-0.043432893274975,533
"534",-0.0131926401648888,0.000490288222984919,534
"535",-0.0169193630769944,-0.0504598368574837,535
"536",-0.0166412557838088,-0.0141383110000022,536
"537",-0.0165279743252713,-0.0155084167659755,537
"538",-0.0182868347364489,-0.0341165384468447,538
"539",-0.0196168263447934,-0.031586710355449,539
"540",-0.016513028068153,0.011421204922726,540
"541",-0.0225888387667456,-0.07727103021047,541
"542",-0.00568491217033387,0.146450413010712,542
"543",-0.00791167000138863,-0.0279524019027645,543
"544",-0.00211331291712051,0.0500720092836643,544
"545",-0.00941422542843804,-0.07512230470312,545
"546",-0.00394379771528873,0.0452901018196025,546
"547",-0.0036403349000055,-0.000909262809436091,547
"548",-0.00468637249427073,-0.0141006522139021,548
"549",3.51559853230146e-05,0.0425288997320181,549
"550",-0.00203746307422499,-0.0206910360867574,550
"551",-0.0107636613526495,-0.0892993193837414,551
"552",-0.016031390384063,-0.0634410211968468,552
"553",-0.0147707907590635,-0.00342517262246112,553
"554",-0.00553012040099958,0.0776360473216713,554
"555",-0.00507376686325136,-0.000966543550795119,555
"556",-0.00986091328679747,-0.0529452871776545,556
"557",-0.0158577090177769,-0.0698290585351736,557
"558",-0.00817120641046817,0.0610074019384078,558
"559",-0.00844159081934124,-0.0108750711190047,559
"560",-0.00704613424134785,0.00551294466535335,560
"561",-0.0143907955995659,-0.08049286191822,561
"562",-0.00468295422283796,0.0826876924748581,562
"563",-0.00849290923042462,-0.0427824232781349,563
"564",-0.000787505888531296,0.0685612158274493,564
"565",0.000363166447913695,0.0107192595863605,565
"566",0.00263761785366109,0.0231075815438926,566
"567",0.010397557317779,0.0802369823452958,567
"568",0.0142874912879451,0.0492969421097258,568
"569",0.0155315717588647,0.026728209848904,569
"570",0.0153098601896242,0.0133145280969993,570
"571",0.0203663262634226,0.0658745463814705,571
"572",0.0167624210918809,-0.0156727474189098,572
"573",0.0263538527084422,0.112676712560941,573
"574",0.0212577156962682,-0.0246074149617826,574
"575",0.00689049617558922,-0.12241458010442,575
"576",0.00742255508948023,0.0122113607873397,576
"577",0.00887781861552497,0.0219750915618534,577
"578",0.0222458774123885,0.142558454979941,578
"579",0.0270343026347164,0.0701301253719438,579
"580",0.0225759496424225,-0.0175490993702268,580
"581",0.0187631624350243,-0.0155519866079203,581
"582",0.00515015416500109,-0.117367063583993,582
"583",0.00470298145474208,0.000678621141645028,583
"584",-0.00102038529854315,-0.0525306101977154,584
"585",-0.0043571922719603,-0.0343885583087932,585
